# GENERATED by scripts/ci/gen-pipefail-epipe-inventory.sh — do not hand-edit
# except to improve the class/note columns, which regeneration carries forward.
#
# DECLARED EXPOSURE REGISTRY — every `producer | <short-circuiting consumer>`
# pipeline in the gate plane (CI-wired scripts/ci scripts) and the product plane
# (what packaging ships to /usr/lib/nftban + /usr/sbin and what systemd units
# ExecStart). Under `pipefail` such a pipeline can return 141 while its answer
# was correct; see the header of check-pipefail-epipe-shortcircuit.sh for the
# measured thresholds.
#
# ⛔ THIS IS A DEBT REGISTER, NOT AN ALLOWLIST. A row here means the exposure is
# KNOWN and OWED, not that it is safe. The class column is the disposition:
#
#   A             SIGPIPE-SENSITIVE — the producer can exceed the pipe buffer on
#                 a real host. Owed remediation. 39 of these sit on a security-
#                 or count-reporting surface.
#   B             structurally safe — producer bounded small by construction
#   C             already normalised — `|| true` / `|| echo` fallback, or a
#                 local/declare that masks the status
#   D             shipped but not on an automatic product execution path
#   E             UNKNOWN — producer size is host-dependent; needs a probe on a
#                 representative host before it can be classified
#   UNCLASSIFIED  detected but never classified; treat as E until measured
#
# Identity is (plane, file, fingerprint) where fingerprint is the first 16 hex of
# the sha256 of the whitespace-normalised line. Line NUMBERS are deliberately not
# part of identity: they drift on any edit and would locate the subject by
# position. occurrences counts identical lines in the same file.
#
# Ratchet, three directions — see the guard's ARM 1:
#   detected but not declared       -> FAIL (new exposure)
#   declared but no longer detected -> FAIL (reconcile; locks a real fix in and
#                                     makes a disappearance explainable)
#   declared, file no longer in the -> FAIL (rotting row; nothing consumes it)
#   population
#
# Regenerate: scripts/ci/gen-pipefail-epipe-inventory.sh
#
# plane	file	fingerprint	occurrences	consumers	class	note
product	cli/lib/nftban/cron/maintenance.sh	e529af543f59b4c7	1	head	C	-
product	cli/lib/nftban/exporters/nftban_exporter_json_compat.sh	2e896826419368aa	1	awk-exit	B	-
product	cli/lib/nftban/exporters/nftban_exporter_json_compat.sh	7effa7c1a2ebd95b	1	awk-exit	C	-
product	cli/lib/nftban/exporters/nftban_export_profile_pro.sh	c6dcab0e414e3eca	1	head	E	fn=_nftban_pro_local; needs a producer-size probe on a representative host
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	14804c2bb5bf3a58	1	awk-exit	C	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	19c035f151a934d2	1	grep-q	E	fn=collect_all_metrics; needs a producer-size probe on a representative host
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	9331641daef0da83	1	head	B	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	c67358e48d6ac84a	1	head	C	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	d7280c976689f1a1	1	head	B	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_collect.sh	f9ac1c1d87ba5851	1	head	C	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	1201d7cd3fe37b48	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	1a9ce87942441fd4	1	grep-q	E	fn=export_zabbix; needs a producer-size probe on a representative host
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	1af6c1db6f1c88e4	1	awk-exit	B	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	380ff8e74e2e0380	1	grep-q	UNCLASSIFIED	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	6e150cba461b4f66	1	awk-exit	UNCLASSIFIED	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	819b32e8c5f7f5ab	1	awk-exit	B	-
product	cli/lib/nftban/exporters/nftban_unified_exporter_export.sh	d93d8dd3d15e52f3	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/helpers/autoheal.sh	45d8f9815668c76b	1	grep-q	E	fn=(file scope); needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/autoheal.sh	ab885c5834b0705f	1	grep-q	B	-
product	cli/lib/nftban/helpers/autoheal.sh	b7ff10a51d7c9acc	1	grep-q	B	-
product	cli/lib/nftban/helpers/autoheal.sh	d16ef8a23d9b13a7	1	grep-q	E	fn=(file scope); needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/nftban_task_queue.sh	3091fd8964c11d9d	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/helpers/nftban_task_queue.sh	415b30b24ec28215	1	head	A	fn=_queue_write_metrics; security_or_count_surface=assign; INFERRED ~65024; depends on tree size
product	cli/lib/nftban/helpers/nftban_task_queue.sh	e5b172af8f4d37d8	1	head	E	fn=_queue_acquire_lock; needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/nftban_trace.sh	175b700bd16a97e0	1	head	E	fn=nftban_trace_find_orphans; needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/nftban_trace.sh	6abccdfc52938f9c	1	grep-q	E	fn=nftban_trace_find_orphans; needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/nftban_trace.sh	7cf01253dc56936f	1	head	E	fn=nftban_trace_stats; needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/suricata_effective_config.sh	72fc5faf3c7c79c8	1	grep-q	E	fn=_suricata_get_server_role; needs a producer-size probe on a representative host
product	cli/lib/nftban/helpers/suricata_effective_config.sh	88f2b0147a94b770	1	grep-q	A	fn=_suricata_get_server_role; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/helpers/suricata_effective_config.sh	b06d156f26697d72	1	grep-q	A	fn=_suricata_get_server_role; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/helpers/suricata_effective_config.sh	c8942c969cb46fba	1	grep-q	A	fn=_suricata_get_server_role; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/helpers/suricata_effective_config.sh	e217e393cf94043b	1	grep-q	A	fn=_suricata_get_server_role; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/derived_state_reconcile.sh	77c182092b10fadc	1	head	E	fn=_nftban_dsr_plan_get; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_checks.sh	1a0334522329a28c	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_checks.sh	606f4fa55d75b555	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_checks.sh	7ce76904506ce5f8	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_checks.sh	f9047c4435ad39ba	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_config_kv.sh	2d931403ca71e4d1	1	head	E	fn=nftban_config_kv_set; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_distro_config.sh	732ac54073da3631	1	grep-q	A	fn=nftban_distro_parse_config; security_or_count_surface=statement; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_distro_config.sh	79b4e410d51f67e2	1	head	E	fn=nftban_distro_detect; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_distro_config.sh	dd7e4d654f0b1c72	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_http_logs.sh	08dcfdd5e9c2978d	1	grep-q	E	fn=_nftban_http_looks_like_access_log; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_http_logs.sh	702635123aad42ed	1	head	E	fn=nftban_http_discover_access_logs; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_metrics_helpers.sh	aa2b0e6019bce6f7	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_metrics_helpers.sh	ed4a0fc3c0ae2999	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_metrics.sh	175d4b0f5faddf22	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/lib/nftban_metrics.sh	4db1c1e63c9816de	1	grep-q	E	fn=nftban_metrics_check_deps; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_metrics.sh	ef0a00496f30d596	2	grep-q	B	-
product	cli/lib/nftban/lib/nftban_metrics.sh	ef41c60e88188fa2	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/lib/nftban_panel_common.sh	14ee2ffbc9a6c320	1	grep-q	A	fn=_nftban_panel_simple_status; security_or_count_surface=YES; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_panel_common.sh	7f09c27210b92c38	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_panel_common.sh	c4e4bd2a569cc4c8	1	grep-q	E	fn=_nftban_panel_check_cloudflare; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_panel_common.sh	f3f175c119137c9e	1	grep-q	A	fn=_nftban_panel_check_port_in_set; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/lib/nftban_panel_cpanel.sh	639ad8978443a097	2	grep-q	A	fn=nftban_panel_cpanel_status; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_panel_cpanel.sh	6dddc2020abe4abe	2	head	B	-
product	cli/lib/nftban/lib/nftban_panel_cpanel.sh	d00e3ca93ede9208	2	grep-q	A	fn=nftban_panel_cpanel_status; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_panel_directadmin.sh	25914b6b2d4d4dfb	2	grep-q	A	fn=nftban_panel_directadmin_status; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_panel_directadmin.sh	7be499c0be2edcaa	2	head	B	-
product	cli/lib/nftban/lib/nftban_panel_plesk.sh	25c00922af3a06f4	4	grep-q	B	-
product	cli/lib/nftban/lib/nftban_panel_plesk.sh	32270d1f861586e9	2	grep-q	A	fn=nftban_panel_plesk_status; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_panel_plesk.sh	9ba67e733ccd97ec	2	head	C	-
product	cli/lib/nftban/lib/nftban_panel_plesk.sh	b9094ef22b56cbcc	2	grep-q	A	fn=nftban_panel_plesk_status; security_or_count_surface=condition; INFERRED ~65024
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	495482a777082c28	1	grep-q	A	fn=nftban_check_perf_deps_available; security_or_count_surface=condition; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	49d0a8d6eac0c413	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	50a3c3e3cc1c6eec	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	6ca1b37502f2ea21	1	grep-q	A	fn=nftban_check_perf_deps_available; security_or_count_surface=condition; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	90d78732a3b763ba	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pipeline_validation.sh	9bdfa86e4e720911	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	06244c9f791b87fc	1	head	C	-
product	cli/lib/nftban/lib/nftban_pro.sh	0fca3dcc371acac9	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	4113ab63080020d7	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	5122cade0f0ed50c	1	head	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	5f16bb557390d8e4	1	head	E	fn=nftban_pro_collect_inventory; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_pro.sh	8349f812ca942705	1	head	C	-
product	cli/lib/nftban/lib/nftban_pro.sh	97a4e1fdfcceda15	1	head	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	f9c7b7d9b6c2bbaf	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_pro.sh	fe235982ed12874e	1	head	E	fn=nftban_community_build_payload_v3; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	26d14608191b323e	1	head	E	fn=nftban_report_top_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	3c75d5d1a5fa44f7	1	head	E	fn=_nftban_mac_posture; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	420bc7069fb46c25	1	grep-q	B	-
product	cli/lib/nftban/lib/nftban_report_data.sh	56915de1d3d8149f	2	grep-q	E	fn=_nftban_mac_posture; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	56cb84b90fe60da9	1	head	E	fn=nftban_report_top_countries; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	75539fb8c62c732e	2	grep-q	E	fn=_nftban_mac_posture; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	7d66bc5c6d35f3fc	1	awk-exit	B	-
product	cli/lib/nftban/lib/nftban_report_data.sh	86217096de8759d8	1	head	E	fn=nftban_report_top_sources; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	cdd218e59660bad8	1	head	E	fn=_nftban_mac_posture; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nftban_report_data.sh	f25c1f257f3f335e	1	awk-exit	C	-
product	cli/lib/nftban/lib/nftban_service_control.sh	557b3d811e8c3465	1	grep-q	B	-
product	cli/lib/nftban/lib/nft_fragment.sh	0855bc4fef8b3f5f	8	head	C	-
product	cli/lib/nftban/lib/nft_probe.sh	323ad0874e5c301a	1	grep-q	E	fn=nftban_nft_probe_redact; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_probe.sh	88294984ad502035	1	grep-q	E	fn=nftban_nft_probe_redact; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_probe.sh	a3a9c5b0b5bec270	1	grep-q	E	fn=nftban_nft_probe_redact; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_probe.sh	ee575ad5c094d74b	1	grep-q	E	fn=nftban_nft_probe_redact; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	131cdcabfa88a5b5	2	head	E	fn=nftban_nft_validate_set_flags; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	1490ca09ea3564a1	1	head	C	-
product	cli/lib/nftban/lib/nft_schema.sh	2fc534e10083ed54	1	grep-q	B	-
product	cli/lib/nftban/lib/nft_schema.sh	32200274a7f759de	1	head	E	fn=nftban_nft_validate_set_flags; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	4d9bb730b465b4b0	1	head	E	fn=nftban_nft_validate_rule_order; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	4fad16f982f6402c	1	head	E	fn=nftban_nft_validate_rule_order; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	620d81e3e200f876	2	grep-q	B	-
product	cli/lib/nftban/lib/nft_schema.sh	7bc980c600d52abf	1	grep-q	B	-
product	cli/lib/nftban/lib/nft_schema.sh	a3f7110a01bb9791	1	head	E	fn=nftban_nft_validate_chains; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	a95e54aa877e5bee	2	grep-q	B	-
product	cli/lib/nftban/lib/nft_schema.sh	cddc0ef20a8cfdc9	1	head	C	-
product	cli/lib/nftban/lib/nft_schema.sh	d9f9f4940f9b6009	1	head	E	fn=nftban_nft_validate_rule_order; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/nft_schema.sh	f92cd79089755491	1	head	C	-
product	cli/lib/nftban/lib/nft_schema.sh	fdb902300c80a499	1	grep-q	A	fn=nftban_nft_count_set; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/lib/service_control.sh	5624289fa2daedb6	1	grep-q	B	-
product	cli/lib/nftban/lib/service_control.sh	835ec1038f3d6505	1	grep-q	B	-
product	cli/lib/nftban/lib/service_control.sh	c109c1c2e87b8d70	1	grep-q	B	-
product	cli/lib/nftban/lib/ssh_admin_port_guard.sh	639957d40118e21b	1	grep-q	C	-
product	cli/lib/nftban/lib/ssh_admin_port_guard.sh	92bdc8193f523676	1	grep-q	E	fn=nftban_ssh_admin_port_audit; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/ssh_port_detect.sh	1147d72da7fa6b7a	1	grep-q	A	fn=nftban_ssh_port_in_both_sets; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/lib/ssh_port_detect.sh	316e04626f7d2a45	1	grep-q	A	fn=nftban_ssh_port_in_both_sets; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/lib/ssh_port_detect.sh	5baec49a2e55b485	1	head	C	-
product	cli/lib/nftban/lib/version.sh	aafe95f932c72f68	1	head	E	fn=nftban_version_info; needs a producer-size probe on a representative host
product	cli/lib/nftban/lib/version.sh	d88b468c11c668ca	1	head	B	-
product	cli/lib/nftban/lib/whitelist_members.sh	1d19e3cd085c360a	1	head	B	-
product	cli/lib/nftban/setup/configure_grafana_datasource.sh	39988473a0f66596	1	head	D	-
product	cli/lib/nftban/setup/configure_grafana_datasource.sh	fce012af5b1c5c4c	1	grep-q	D	-
product	cli/lib/nftban/setup/deploy_metrics.sh	2cdf41fff231a0b2	2	grep-q	D	-
product	cli/lib/nftban/setup/deploy_metrics.sh	35bcb88723344ee6	1	grep-q	D	-
product	cli/lib/nftban/setup/deploy_metrics.sh	38821bcee54b5680	1	grep-q	D	-
product	cli/lib/nftban/setup/install_node_exporter.sh	2758861ea6bc325c	1	grep-q	D	-
product	cli/lib/nftban/setup/install_node_exporter.sh	2fc544e3f00848d5	2	grep-q	D	-
product	cli/lib/nftban/setup/install_node_exporter.sh	3b477006062c8c8d	1	grep-q	D	-
product	cli/lib/nftban/setup/install_node_exporter.sh	8fef2892858eff0f	1	grep-q	D	-
product	cli/lib/nftban/setup/install_victoriametrics.sh	6bdb184e29b7d1b9	1	head	C	-
product	cli/lib/nftban/setup/install_vmagent.sh	82e52a7f6173e702	1	head	C	-
product	cli/lib/nftban/setup/provision_grafana_dashboards.sh	2cdf41fff231a0b2	1	grep-q	D	-
product	cli/lib/nftban/setup/provision_grafana_dashboards.sh	ace37661c2255e6f	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	03ca4ba2670f5255	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	0ebef222aa205ffe	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	13f06b13a28e408f	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	1c4012e62e515590	2	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	5cfa62d3e1d92d00	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	5d613d3b2319328c	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	6315c90eb294c9dd	2	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	a4f04a1e1b4f96c3	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	d969d049098823bb	2	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	e339f90e9a748f49	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_node_exporter.sh	e5c6aeb2a6cc5ddf	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	1e429d78a55bcbb4	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	38f845b6ecf115fb	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	3bf20c611a52af44	1	head	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	4a04df417e03fb88	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	69114eeb0519dcbb	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	70307db0a318b66b	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	83f1ead6aca4b261	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	8a31c4f05d57892d	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	b93828a2010c69b5	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	bccae5ce68bae25e	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	c17fcc992b934e05	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	c35c2f7e3d37e4a0	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	dc59847c16777ead	1	grep-q	D	-
product	cli/lib/nftban/setup/validate_prometheus.sh	dee8e90b2660091d	1	grep-q	D	-
product	cli/sbin/nftban-botscan-collector	6eb4a248799da450	1	head	UNCLASSIFIED	-
product	cli/sbin/nftban-service-alert	6adb0e6a22a08a4f	1	head	B	-
